latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.75,23.625,349.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),is_day (),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),precipitation (mm),rain (mm),showers (mm),snowfall (cm),weather_code (wmo code),cloud_cover (%),pressure_msl (hPa),surface_pressure (hPa)
2026-05-22T11:15,19.3,70,18.4,1,15.1,320,35.6,0.00,0.00,0.00,0.00,2,82,1022.2,981.5

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),precipitation_probability (%),evapotranspiration (mm),wind_speed_10m (km/h),wind_speed_80m (km/h),wind_speed_120m (km/h),wind_speed_180m (km/h),wind_direction_10m (°),wind_direction_80m (°),wind_direction_120m (°),wind_direction_180m (°),wind_gusts_10m (km/h),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),soil_temperature_0cm (°C),soil_temperature_6cm (°C),soil_temperature_18cm (°C),soil_temperature_54cm (°C),soil_moisture_0_to_1cm (m³/m³),soil_moisture_1_to_3cm (m³/m³),soil_moisture_3_to_9cm (m³/m³),soil_moisture_9_to_27cm (m³/m³),soil_moisture_27_to_81cm (m³/m³),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),global_tilted_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²)
2026-06-04T06:00,16.5,95,0.60,18,0.00,1.0,13.3,1.6,4.5,301,327,315,323,16.9,100,32,78,100,17.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,139.0,6.0,133.0,13.1,139.0,608.5,162.8,7.0,155.8,15.4,162.8,712.5
2026-06-04T07:00,17.1,92,0.20,20,0.00,1.3,11.6,2.2,4.9,326,330,336,334,16.6,100,31,79,100,18.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,198.0,15.0,183.0,24.7,198.0,808.7,220.3,16.7,203.7,27.5,220.3,899.8
2026-06-04T08:00,17.9,87,0.20,22,0.00,1.7,9.0,2.8,5.0,347,337,349,343,16.9,100,26,81,100,20.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,265.0,30.0,235.0,40.8,265.0,978.9,284.6,32.2,252.3,43.8,284.6,1051.0
2026-06-04T09:00,18.9,82,0.20,24,0.00,2.0,7.1,3.1,4.7,5,345,360,351,17.6,100,20,85,100,22.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,333.0,50.0,283.0,60.0,333.0,1107.6,347.5,52.2,295.3,62.7,347.5,1155.7
2026-06-04T10:00,19.9,77,0.20,26,0.00,2.2,6.1,3.2,3.9,14,360,10,360,18.4,100,14,89,99,23.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,390.0,69.0,321.0,77.4,390.0,1186.0,396.9,70.2,326.7,78.7,396.9,1206.9
2026-06-04T11:00,20.6,74,0.20,29,0.00,2.2,6.0,3.1,3.3,24,17,17,13,18.7,100,8,93,99,25.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,421.0,83.0,338.0,91.3,421.0,1208.8,418.4,82.5,335.9,90.7,418.4,1201.1
2026-06-04T12:00,20.8,73,0.20,31,0.00,2.1,7.1,2.7,2.7,31,15,28,32,19.1,100,4,95,99,25.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,418.0,86.0,332.0,97.3,418.0,1174.5,405.3,83.4,321.9,94.4,405.3,1138.6
2026-06-04T13:00,20.5,74,1.00,33,0.00,1.7,10.5,1.8,2.3,41,352,45,58,19.1,100,1,96,99,24.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,375.0,77.0,298.0,94.3,375.0,1085.3,353.8,72.6,281.2,88.9,353.8,1023.8
2026-06-04T14:00,19.8,78,1.00,35,0.00,1.1,16.9,1.1,2.3,81,336,99,94,18.4,100,0,97,99,23.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,305.0,60.0,245.0,84.1,305.0,947.5,278.3,54.8,223.6,76.8,278.3,864.4
2026-06-04T15:00,18.8,83,1.00,36,0.00,1.3,20.8,2.2,3.2,135,330,160,124,18.0,100,0,97,99,21.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.0,40.0,184.0,68.9,224.0,770.2,195.3,34.9,160.4,60.1,195.3,671.4
2026-06-04T16:00,17.7,89,1.00,37,0.00,2.1,18.6,4.1,4.8,160,324,172,138,17.3,100,0,98,100,19.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,146.0,22.0,124.0,51.6,146.0,565.8,118.2,17.8,100.4,41.8,118.2,457.9
2026-06-04T17:00,16.8,94,1.00,38,0.00,3.1,13.7,5.9,6.6,167,315,173,144,16.9,100,0,98,99,17.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.0,10.0,70.0,38.1,80.0,348.0,54.9,6.9,48.0,26.1,54.9,238.4
2026-06-04T18:00,16.1,97,1.00,37,0.00,4.1,10.5,7.5,8.7,165,301,170,147,16.9,100,1,98,99,16.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.0,3.0,25.0,28.7,28.0,131.8,6.2,0.7,5.5,6.3,6.2,27.9
2026-06-04T19:00,15.8,99,1.00,34,0.00,4.8,9.9,9.0,11.3,158,289,163,147,16.9,100,9,99,99,15.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-04T20:00,15.5,100,1.00,30,0.00,5.6,10.0,10.9,14.6,151,283,155,146,17.3,100,20,100,99,15.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-04T21:00,15.4,100,1.00,26,0.00,6.6,9.5,13.0,18.1,143,281,148,145,18.0,100,33,100,99,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-04T22:00,15.4,99,1.00,22,0.00,7.6,7.8,15.1,21.3,137,283,143,144,18.4,100,47,100,98,15.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-04T23:00,15.4,98,1.00,17,0.00,8.5,5.6,16.8,23.9,132,297,140,143,19.1,100,60,100,95,15.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T00:00,15.5,97,1.00,14,0.00,9.2,4.1,18.1,25.4,130,315,138,143,19.8,100,70,100,91,15.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T01:00,15.6,96,1.30,12,0.00,9.8,3.1,18.7,25.8,130,324,137,143,20.5,100,78,94,83,15.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T02:00,15.7,96,1.30,11,0.00,10.3,2.4,18.7,25.2,131,333,138,144,21.2,100,86,84,71,15.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T03:00,15.9,95,1.30,11,0.00,10.7,1.4,18.5,23.9,132,360,139,144,22.3,100,93,73,58,16.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0,1.0,2.0,24.4,3.0,11.9,17.6,5.9,11.8,143.5,17.6,69.6
2026-06-05T04:00,16.1,93,1.30,11,0.00,11.1,1.5,17.9,22.3,133,76,140,144,23.0,100,98,63,45,16.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.0,8.0,39.0,60.9,47.0,175.3,76.0,12.9,63.1,98.5,76.0,283.1
2026-06-05T05:00,16.3,93,1.30,12,0.00,11.1,3.3,17.2,20.7,132,103,138,143,24.1,100,100,55,36,16.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.0,18.0,87.0,61.0,105.0,393.0,134.3,23.0,111.3,78.0,134.3,502.6
2026-06-05T06:00,16.5,92,1.30,14,0.00,11.0,4.9,16.6,19.6,128,107,135,140,25.2,100,100,51,33,17.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,163.0,28.0,135.0,61.2,163.0,609.3,190.8,32.8,158.0,71.6,190.8,713.2
2026-06-05T07:00,16.7,91,2.90,17,0.00,10.7,5.8,16.0,18.6,120,112,128,133,26.6,100,94,53,38,17.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,219.0,38.0,181.0,62.5,219.0,809.3,243.7,42.3,201.4,69.5,243.7,900.4
2026-06-05T08:00,17.0,90,2.90,20,0.00,10.4,6.6,15.5,18.2,108,112,115,122,28.1,100,84,59,49,17.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270.0,47.0,223.0,63.8,270.0,979.4,289.9,50.5,239.4,68.5,289.9,1051.5
2026-06-05T09:00,17.3,90,2.90,24,0.00,10.6,7.0,15.8,18.6,94,111,102,110,29.5,99,71,67,64,17.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,312.0,55.0,257.0,66.0,312.0,1108.1,325.6,57.4,268.2,68.9,325.6,1156.3
2026-06-05T10:00,17.5,89,2.90,28,0.00,11.5,7.8,17.1,20.0,82,112,90,99,31.0,99,58,77,79,17.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,340.0,61.0,279.0,68.3,340.0,1186.6,346.0,62.1,284.0,69.6,346.0,1207.6
2026-06-05T11:00,17.7,89,2.90,31,0.00,12.6,8.4,18.9,21.9,73,110,82,92,32.4,99,49,85,90,18.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,351.0,64.0,287.0,70.3,351.0,1209.6,348.8,63.6,285.2,69.9,348.8,1202.0
2026-06-05T12:00,17.7,90,2.90,38,0.00,13.6,6.6,20.4,23.7,70,103,79,89,33.5,99,45,91,93,17.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,341.0,63.0,278.0,71.2,341.0,1175.4,330.7,61.1,269.6,69.1,330.7,1139.7
2026-06-05T13:00,17.5,91,2.50,44,0.00,14.1,3.8,21.6,25.3,71,17,80,89,34.6,99,48,95,87,17.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,312.0,59.0,253.0,72.1,312.0,1086.5,294.4,55.7,238.7,68.1,294.4,1025.1
2026-06-05T14:00,17.3,92,2.50,50,0.00,14.5,11.8,22.9,27.1,76,329,84,92,35.3,99,57,97,73,17.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,266.0,52.0,214.0,72.8,266.0,948.9,242.8,47.5,195.4,66.4,242.8,866.1
2026-06-05T15:00,16.9,94,2.50,57,0.00,14.9,17.9,24.3,28.8,82,322,90,96,36.0,99,69,99,55,17.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,209.0,42.0,167.0,72.2,209.0,772.0,182.3,36.6,145.7,63.0,182.3,673.3
2026-06-05T16:00,16.5,95,2.50,57,0.00,15.3,18.1,25.4,30.3,89,319,95,100,36.4,100,82,99,37,16.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149.0,31.0,118.0,72.4,149.0,567.8,120.8,25.1,95.7,58.7,120.8,460.1
2026-06-05T17:00,16.1,97,2.50,57,0.00,15.5,15.5,26.6,31.7,94,316,98,103,36.7,100,93,100,22,16.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89.0,19.0,70.0,71.8,89.0,350.3,61.3,13.1,48.2,49.4,61.3,240.8
2026-06-05T18:00,15.8,98,2.50,55,0.00,15.6,12.5,26.9,32.3,96,311,100,104,37.1,100,100,100,13,15.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.0,7.0,27.0,66.5,34.0,134.3,8.0,1.6,6.3,15.6,8.0,30.5
2026-06-05T19:00,15.4,98,2.10,52,0.00,15.0,10.9,26.2,31.8,96,304,99,103,37.1,100,100,99,12,15.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T20:00,15.0,98,2.10,48,0.00,14.1,9.4,24.9,30.7,93,293,96,101,37.1,100,100,98,15,14.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T21:00,14.5,98,2.10,44,0.00,13.0,8.6,23.3,29.0,88,285,92,99,37.1,100,100,96,22,14.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T22:00,14.6,97,1.57,40,0.00,10.8,8.3,18.6,27.2,132,288,138,96,29.2,93,77,71,38,14.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T23:00,14.8,95,1.05,35,0.00,9.0,8.2,14.7,25.8,183,293,191,93,21.2,80,58,48,40,13.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-06T00:00,15.2,93,0.52,32,0.00,7.1,7.7,11.2,24.9,239,298,246,90,13.4,66,39,27,34,13.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-06T01:00,15.4,92,0.20,30,0.00,4.8,6.4,6.8,NaN,283,286,292,NaN,5.4,58,15,6,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-06T02:00,15.2,93,0.20,29,0.00,4.2,5.4,5.1,NaN,250,262,270,NaN,5.0,66,6,6,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-06T03:00,15.4,92,0.20,29,0.00,3.8,4.8,4.4,NaN,229,243,246,NaN,4.3,75,0,5,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0,2.0,3.0,48.2,5.0,12.4,28.7,11.5,17.2,276.6,28.7,70.9
2026-06-06T04:00,16.4,90,0.00,29,0.00,2.1,3.1,2.9,NaN,211,234,230,NaN,3.6,84,0,4,79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.0,38.0,38.0,287.0,76.0,176.4,122.5,61.2,61.2,462.5,122.5,284.2
2026-06-06T05:00,17.8,87,0.00,29,0.00,0.7,0.7,0.7,NaN,90,180,180,NaN,2.5,93,0,4,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,167.0,83.0,84.0,280.4,167.0,393.9,213.5,106.1,107.4,358.5,213.5,503.4
2026-06-06T06:00,19.3,83,0.00,29,0.00,2.6,1.8,1.9,NaN,56,79,79,NaN,1.8,100,0,3,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,268.0,138.0,130.0,301.0,268.0,610.0,313.7,161.5,152.1,352.3,313.7,713.8
2026-06-06T07:00,21.1,77,0.00,30,0.00,3.5,2.9,3.0,NaN,66,83,83,NaN,1.8,100,0,2,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,404.0,225.0,179.0,369.6,404.0,809.8,449.5,250.3,199.1,411.1,449.5,900.9
2026-06-06T08:00,23.1,70,0.00,30,0.00,3.8,3.3,3.3,NaN,73,84,84,NaN,1.8,100,0,1,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,569.0,342.0,227.0,464.1,569.0,979.9,610.9,367.2,243.7,498.3,610.9,1052.0
2026-06-06T09:00,24.5,65,0.00,31,0.00,3.1,2.9,3.0,NaN,54,60,60,NaN,2.9,100,0,0,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,718.0,463.0,255.0,555.3,718.0,1108.6,749.3,483.2,266.1,579.5,749.3,1156.8
2026-06-06T10:00,25.3,62,0.10,31,0.00,4.8,5.1,5.2,NaN,347,352,352,NaN,4.7,87,0,0,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,819.0,576.0,243.0,644.9,819.0,1187.2,833.6,586.3,247.3,656.4,833.6,1208.2
2026-06-06T11:00,25.5,60,0.10,32,0.00,10.9,11.3,11.5,NaN,326,333,333,NaN,7.2,69,0,0,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,869.0,666.0,203.0,731.3,869.0,1210.3,863.7,661.9,201.8,726.8,863.7,1202.7
2026-06-06T12:00,25.3,61,0.10,32,0.00,16.1,16.6,16.9,NaN,320,326,326,NaN,10.1,60,0,0,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,857.0,686.0,171.0,774.8,857.0,1176.3,831.2,665.3,165.8,751.5,831.2,1140.7
2026-06-06T13:00,24.6,66,0.20,32,0.00,19.3,20.4,20.8,NaN,315,318,318,NaN,14.4,69,0,0,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,797.0,626.0,171.0,764.5,797.0,1087.7,752.2,590.8,161.4,721.5,752.2,1026.4
2026-06-06T14:00,23.5,74,0.20,32,0.00,21.9,23.5,24.0,NaN,311,311,311,NaN,19.1,87,0,0,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,684.0,510.0,174.0,712.5,684.0,950.3,624.6,465.7,158.9,650.7,624.6,867.6
2026-06-06T15:00,22.2,81,0.20,32,0.00,22.5,24.9,25.7,NaN,309,309,308,NaN,22.7,100,0,2,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,505.0,359.0,146.0,615.7,505.0,773.7,440.8,313.4,127.5,537.5,440.8,675.2
2026-06-06T16:00,20.7,87,0.70,31,0.00,20.2,23.5,24.2,NaN,309,311,311,NaN,25.2,100,16,31,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,275.0,188.0,87.0,437.4,275.0,569.8,223.2,152.6,70.6,355.0,223.2,462.1
2026-06-06T17:00,18.9,92,0.70,30,0.00,15.9,20.1,21.3,NaN,309,317,318,NaN,26.3,100,37,71,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91.0,57.0,34.0,214.0,91.0,352.5,62.9,39.4,23.5,147.8,62.9,243.1
2026-06-06T18:00,17.5,96,0.70,29,0.00,12.0,16.9,18.3,NaN,309,322,322,NaN,25.2,100,54,100,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.0,5.0,8.0,47.1,13.0,136.7,3.2,1.2,2.0,11.8,3.2,33.0
2026-06-06T19:00,16.8,97,0.00,27,0.00,9.5,13.5,14.8,NaN,299,314,314,NaN,20.2,100,62,100,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-06T20:00,16.5,96,0.00,24,0.00,8.0,11.0,12.0,NaN,280,293,293,NaN,12.6,100,66,100,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-06T21:00,16.2,95,0.00,21,0.00,7.6,9.8,10.8,NaN,267,276,278,NaN,6.8,100,67,94,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-06T22:00,15.8,95,0.00,18,0.00,6.5,8.4,9.4,NaN,273,280,281,NaN,5.0,96,65,70,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-06T23:00,15.5,94,0.00,14,0.00,5.6,7.6,8.6,NaN,297,301,301,NaN,5.0,90,61,37,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
